Category,ProductPrice,Quantity,PaymentMethod,CustomerAge,CustomerGender,CustomerPurchaseHistory,CustomerReturnHistory,ProductRating,Product_Warranty,ShippingMode,DiscountApplied,return_rate,effective_price,is_high_value,discount_price_ratio,is_low_rated,rating_risk_score,is_bulk_order,age_group,risk_score,Return_Risk
1,28620.13,6,1,23,0,68,61,3.1,0,1,12.91,0.8971,24925.27,1,0.000451,0,1.7045,1,0,4.6913,0
6,31321.03,3,2,37,0,89,1,4.2,1,1,4.37,0.0112,29952.3,1,0.00014,0,0.009,0,2,1.0336,0
0,2133.94,1,0,27,1,56,36,5.0,3,0,1.51,0.6429,2101.72,0,0.000707,0,0.0,0,1,1.9287,0
7,40559.83,4,3,27,2,42,26,3.2,3,0,37.7,0.619,25268.77,1,0.000929,0,1.1142,1,1,3.857,1
4,20034.02,1,0,41,1,82,8,4.5,1,0,43.68,0.0976,11283.16,0,0.00218,0,0.0488,0,2,1.2928,0
1,44164.8,3,1,37,2,50,28,2.1,3,1,21.83,0.56,34523.62,1,0.000494,1,1.624,0,2,4.68,0
8,21806.03,3,3,46,2,52,14,2.9,1,1,10.64,0.2692,19485.87,0,0.000488,1,0.5653,0,3,2.8076,0
2,3671.36,5,4,53,1,43,16,4.7,3,1,30.4,0.3721,2555.27,0,0.008278,0,0.1116,1,3,2.1163,0
6,5907.56,6,0,54,0,6,0,3.1,3,1,49.37,0.0,2991.0,0,0.008356,0,0.0,1,3,2.0,0
2,34870.37,7,0,20,2,60,15,2.5,0,0,16.3,0.25,29186.5,1,0.000467,1,0.625,1,0,4.75,0
6,31390.43,2,4,37,1,20,18,1.4,2,1,10.09,0.9,28223.14,1,0.000321,1,3.24,0,2,5.7,1
1,45127.74,7,1,32,1,73,58,2.3,3,0,16.85,0.7945,37523.72,1,0.000373,1,2.1452,1,1,6.3835,0
4,32485.63,7,1,32,1,49,48,1.5,2,1,30.67,0.9796,22522.29,1,0.000944,1,3.4286,1,1,6.9388,0
0,10117.67,4,1,45,1,83,73,2.4,3,0,10.2,0.8795,9085.67,0,0.001008,1,2.2867,1,2,5.6385,0
0,28851.67,7,4,42,1,81,45,2.1,0,0,46.99,0.5556,15294.27,1,0.001629,1,1.6112,1,2,6.6668,0
8,6424.52,6,2,50,0,81,30,2.6,0,0,46.24,0.3704,3453.82,0,0.007196,1,0.889,1,3,5.1112,0
7,45010.38,6,1,18,1,15,11,2.0,0,1,32.78,0.7333,30255.98,1,0.000728,1,2.1999,1,0,6.1999,0
2,44023.48,1,4,44,2,79,34,2.2,1,0,22.01,0.4304,34333.91,1,0.0005,1,1.2051,0,2,4.2912,0
6,40490.81,6,0,41,2,38,22,1.6,1,1,23.2,0.5789,31096.94,1,0.000573,1,1.9683,1,2,5.7367,0
2,44570.26,6,3,27,2,34,22,1.9,2,0,22.69,0.6471,34457.27,1,0.000509,1,2.006,1,1,5.9413,0
0,28314.56,2,4,27,1,68,40,3.7,2,1,6.11,0.5882,26584.54,1,0.000216,0,0.7647,0,1,2.7646,0
6,49318.01,2,4,29,1,96,62,1.9,3,0,3.71,0.6458,47488.31,1,7.5e-05,1,2.002,0,1,4.9374,0
8,34098.07,7,2,59,0,38,6,3.5,1,0,14.55,0.1579,29136.8,1,0.000427,0,0.2368,1,3,2.4737,0
6,1434.97,6,2,49,0,78,10,1.9,3,1,43.9,0.1282,805.02,0,0.030572,1,0.3974,1,3,4.3846,0
2,4932.1,1,2,55,0,89,56,3.4,3,1,35.74,0.6292,3169.37,0,0.007245,0,1.0067,0,3,1.8876,0
6,36738.03,3,3,23,2,77,7,2.2,3,0,9.98,0.0909,33071.57,1,0.000272,1,0.2545,0,0,3.2727,0
0,1676.98,2,1,47,2,38,37,2.1,0,0,28.1,0.9737,1205.75,0,0.016746,1,2.8237,0,3,4.9211,0
4,39195.22,6,1,18,0,38,11,2.9,3,0,16.13,0.2895,32873.03,1,0.000412,1,0.608,1,0,4.8685,0
3,46985.87,3,2,47,2,20,1,3.9,3,1,1.42,0.05,46318.67,1,3e-05,0,0.055,0,3,1.15,0
2,19720.0,1,2,27,0,90,36,4.5,2,1,43.85,0.4,11072.78,0,0.002224,0,0.2,0,1,2.2,0
4,19174.94,3,1,41,0,98,25,3.1,2,1,7.07,0.2551,17819.27,0,0.000369,0,0.4847,0,2,0.7653,1
8,24452.69,6,4,46,2,43,34,2.9,2,0,49.85,0.7907,12263.02,0,0.002039,1,1.6605,1,3,6.3721,0
2,24864.84,4,4,33,0,63,37,1.8,2,0,39.81,0.5873,14966.15,0,0.001601,1,1.8794,1,1,4.7619,0
0,32785.26,4,0,30,1,62,21,1.8,0,1,31.27,0.3387,22533.31,1,0.000954,1,1.0838,1,1,5.0161,0
6,31471.33,5,2,34,2,20,19,2.8,0,1,29.17,0.95,22291.14,1,0.000927,1,2.09,1,1,6.85,0
4,797.25,2,1,57,0,96,86,1.1,0,0,26.46,0.8958,586.3,0,0.033148,1,3.4936,0,3,4.6874,0
8,40833.18,2,0,60,0,51,25,1.9,3,1,7.79,0.4902,37652.28,1,0.000191,1,1.5196,0,3,4.4706,0
7,26468.71,6,2,23,1,46,26,2.8,0,0,30.23,0.5652,18467.22,1,0.001142,1,1.2434,1,0,5.6956,0
5,48034.4,7,3,38,1,48,5,2.3,0,0,31.49,0.1042,32908.37,1,0.000656,1,0.2813,1,2,4.3126,0
8,36627.64,1,4,50,2,96,47,3.5,0,1,43.7,0.4896,20621.36,1,0.001193,0,0.7344,0,3,3.4688,0
3,36538.4,4,4,30,0,76,42,3.1,1,0,45.03,0.5526,20085.16,1,0.001232,0,1.0499,1,1,4.6578,0
3,13002.33,5,0,40,0,21,11,3.0,3,1,9.2,0.5238,11806.12,0,0.000708,0,1.0476,1,2,2.5714,1
2,23729.94,3,4,56,1,48,39,3.2,3,0,47.24,0.8125,12519.92,0,0.001991,0,1.4625,0,3,3.4375,0
7,30804.49,2,3,48,1,25,7,1.9,2,1,16.89,0.28,25601.61,1,0.000548,1,0.868,0,3,3.84,0
7,45818.45,6,2,23,1,1,0,4.6,0,1,29.39,0.0,32352.41,1,0.000641,0,0.0,1,0,2.0,0
7,15389.78,7,1,50,0,100,96,4.8,3,1,37.43,0.96,9629.39,0,0.002432,0,0.192,1,3,3.88,0
0,3433.61,1,0,38,2,40,17,4.2,2,1,23.52,0.425,2626.02,0,0.006848,0,0.34,0,2,1.275,1
6,45555.65,3,4,61,1,89,47,2.9,1,0,46.79,0.5281,24240.16,1,0.001027,1,1.109,0,3,5.5843,0
5,25694.54,2,2,50,1,69,17,3.2,1,0,47.62,0.2464,13458.8,1,0.001853,0,0.4435,0,3,2.7392,0
4,16685.42,6,0,26,2,11,10,2.9,3,0,42.12,0.9091,9657.52,0,0.002524,1,1.9091,1,1,6.7273,0
2,29841.2,2,4,65,2,90,16,4.2,0,1,9.92,0.1778,26880.95,1,0.000332,0,0.1422,0,3,1.5334,0
5,11818.02,6,3,28,2,79,28,1.3,3,0,3.39,0.3544,11417.39,0,0.000287,1,1.3113,1,1,4.0632,0
6,49877.08,2,4,33,2,83,5,4.9,2,1,29.65,0.0602,35088.53,1,0.000594,0,0.006,0,1,1.1806,0
4,2496.26,2,4,33,1,73,57,1.9,0,0,36.37,0.7808,1588.37,0,0.014564,1,2.4205,0,1,4.3424,0
8,33070.58,7,3,50,1,30,28,4.2,1,0,29.61,0.9333,23278.38,1,0.000895,0,0.7466,1,3,4.7999,0
0,23071.71,4,0,59,0,43,40,1.9,3,1,35.7,0.9302,14835.11,0,0.001547,1,2.8836,1,3,5.7906,0
7,26684.48,6,3,65,1,73,52,2.1,1,0,32.12,0.7123,18113.43,1,0.001204,1,2.0657,1,3,6.1369,1
2,8965.13,1,4,53,1,35,27,5.0,2,1,19.28,0.7714,7236.65,0,0.00215,0,0.0,0,3,2.3142,0
2,37620.68,2,4,44,1,22,2,1.3,0,0,37.13,0.0909,23652.12,1,0.000987,1,0.3363,0,2,3.2727,0
7,3970.08,7,0,64,0,24,3,1.3,0,0,13.36,0.125,3439.68,0,0.003364,1,0.4625,1,3,3.375,0
0,35906.56,3,3,47,1,97,80,2.6,0,1,34.86,0.8247,23389.53,1,0.000971,1,1.9793,0,3,5.4741,1
3,46586.35,6,0,51,1,33,9,4.2,0,0,17.63,0.2727,38373.18,1,0.000378,0,0.2182,1,3,2.8181,0
1,27363.13,4,2,61,1,74,54,2.8,1,0,48.71,0.7297,14034.55,1,0.00178,1,1.6053,1,3,7.1891,0
5,43405.43,2,2,28,2,57,42,3.1,2,1,18.84,0.7368,35227.85,1,0.000434,0,1.3999,0,1,3.2104,0
5,3598.5,7,0,40,0,31,28,3.2,1,0,39.35,0.9032,2182.49,0,0.010932,0,1.6258,1,2,3.7096,0
4,10128.94,1,3,23,0,11,10,2.2,0,0,41.38,0.9091,5937.58,0,0.004085,1,2.5455,0,0,5.7273,0
2,34117.62,6,4,34,1,86,57,1.0,1,0,7.18,0.6628,31667.97,1,0.00021,1,2.6512,1,1,5.9884,0
7,36911.77,3,3,30,2,96,84,2.3,3,1,30.93,0.875,25494.96,1,0.000838,1,2.3625,0,1,5.625,0
3,24147.69,5,4,65,0,65,36,3.2,0,0,43.42,0.5538,13662.76,0,0.001798,0,0.9968,1,3,3.6614,0
8,39667.01,5,0,27,0,37,6,4.7,0,1,32.8,0.1622,26656.23,1,0.000827,0,0.0487,1,1,2.4866,0
8,3463.97,6,2,39,1,42,32,1.2,1,1,49.46,0.7619,1750.69,0,0.014274,1,2.8952,1,2,6.2857,0
0,18540.01,6,3,47,1,17,2,1.2,2,0,14.67,0.1176,15820.19,0,0.000791,1,0.4469,1,3,3.3528,0
4,7977.24,2,1,36,2,15,12,3.3,0,0,43.84,0.8,4480.02,0,0.005495,0,1.36,0,2,3.4,0
5,39836.08,5,3,60,1,53,16,3.1,3,1,36.73,0.3019,25204.29,1,0.000922,0,0.5736,1,3,2.9057,0
7,19521.79,6,0,40,2,48,15,4.6,1,0,32.88,0.3125,13103.03,0,0.001684,0,0.125,1,2,1.9375,1
5,19739.88,3,0,22,0,23,5,2.1,2,0,38.83,0.2174,12074.88,0,0.001967,1,0.6305,0,0,2.6522,0
7,44238.94,3,2,48,2,2,2,3.6,3,1,34.67,1.0,28901.3,1,0.000784,0,1.4,0,3,4.0,0
7,4446.95,3,1,26,2,31,30,4.7,0,1,34.07,0.9677,2931.87,0,0.00766,0,0.2903,0,1,2.9031,0
1,39577.87,3,2,32,2,36,1,3.6,0,1,46.53,0.0278,21162.29,1,0.001176,0,0.0389,0,1,2.0834,0
6,45860.76,4,4,38,2,53,45,2.3,0,1,41.71,0.8491,26732.24,1,0.000909,1,2.2926,1,2,7.5473,0
6,35921.19,2,2,22,2,40,7,4.0,3,1,17.42,0.175,29663.72,1,0.000485,0,0.175,0,0,1.525,0
0,48195.83,2,0,54,2,8,8,4.2,1,0,21.38,1.0,37891.56,1,0.000444,0,0.8,0,3,4.0,0
5,10094.9,5,4,62,2,97,97,4.3,3,0,49.59,1.0,5088.84,0,0.004912,0,0.7,1,3,5.0,0
6,35395.41,1,3,43,0,93,71,1.5,2,0,16.28,0.7634,29633.04,1,0.00046,1,2.6719,0,2,5.2902,0
5,5218.16,4,4,22,2,89,20,4.7,0,1,27.93,0.2247,3760.73,0,0.005351,0,0.0674,1,0,1.6741,0
1,23192.06,2,2,27,1,88,15,1.5,1,0,41.12,0.1705,13655.48,0,0.001773,1,0.5968,0,1,3.5115,1
5,28228.56,4,1,41,0,85,64,4.3,0,0,30.8,0.7529,19534.16,1,0.001091,0,0.527,1,2,4.2587,0
8,10106.44,7,3,25,1,63,22,2.6,0,1,33.76,0.3492,6694.51,0,0.00334,1,0.8381,1,0,4.0476,0
3,30000.47,2,4,25,2,14,9,3.6,3,1,17.23,0.6429,24831.39,1,0.000574,0,0.9001,0,0,2.9287,0
3,15598.66,5,3,61,2,8,8,3.2,1,0,17.65,1.0,12845.5,0,0.001131,0,1.8,1,3,4.0,1
0,32928.61,2,1,31,0,83,79,1.4,1,1,27.94,0.9518,23728.36,1,0.000848,1,3.4265,0,1,5.8554,1
7,25507.43,4,0,64,2,52,34,4.7,2,1,29.27,0.6538,18041.41,1,0.001147,0,0.1961,1,3,3.9614,0
6,41651.51,2,2,62,2,99,61,2.8,2,1,15.15,0.6162,35341.31,1,0.000364,1,1.3556,0,3,4.8486,0
0,25453.32,5,2,62,0,2,1,4.8,3,0,12.19,0.5,22350.56,1,0.000479,0,0.1,1,3,3.5,0
8,34784.53,6,4,19,2,40,38,2.6,1,0,10.43,0.95,31156.5,1,0.0003,1,2.28,1,0,6.85,0
3,17650.27,2,1,23,2,47,8,1.3,3,1,44.07,0.1702,9871.8,0,0.002497,1,0.6297,0,0,3.5106,0
2,33475.22,2,1,49,1,17,12,3.5,2,1,1.24,0.7059,33060.13,1,3.7e-05,0,1.0588,0,3,3.1177,0
0,41318.73,4,4,64,2,100,80,2.4,0,0,35.0,0.8,26857.17,1,0.000847,1,2.08,1,3,6.4,0
6,37796.77,6,4,58,2,46,37,4.3,2,1,20.74,0.8043,29957.72,1,0.000549,0,0.563,1,3,4.4129,0
1,18246.93,6,4,37,2,69,61,1.6,3,0,7.29,0.8841,16916.73,0,0.000399,1,3.0059,1,2,5.6523,0
3,22632.09,5,1,18,1,20,19,1.8,0,1,3.02,0.95,21948.6,0,0.000133,1,3.04,1,0,5.85,0
8,28107.22,7,0,58,2,37,25,1.9,1,0,2.57,0.6757,27384.86,1,9.1e-05,1,2.0947,1,3,6.0271,0
4,472.64,5,4,23,0,28,25,1.4,0,1,38.28,0.8929,291.71,0,0.080821,1,3.2144,1,0,5.6787,0
0,16932.88,2,3,40,2,54,11,4.4,3,0,12.64,0.2037,14792.56,0,0.000746,0,0.1222,0,2,0.6111,0
7,39544.47,2,3,22,0,69,28,3.3,2,0,6.46,0.4058,36989.9,1,0.000163,0,0.6899,0,0,2.2174,1
0,40220.84,6,0,28,1,96,95,3.1,1,1,48.91,0.9896,20548.83,1,0.001216,0,1.8802,1,1,5.9688,0
7,19202.41,4,2,22,1,80,75,2.8,0,0,16.32,0.9375,16068.58,0,0.00085,1,2.0625,1,0,5.8125,0
8,33154.65,5,2,40,2,34,3,4.0,1,0,14.03,0.0882,28503.05,1,0.000423,0,0.0882,1,2,2.2646,1
4,15916.59,1,4,32,2,92,84,3.3,2,0,42.81,0.913,9102.7,0,0.002689,0,1.5521,0,1,3.739,1
1,15681.34,1,4,32,0,59,52,1.7,2,1,16.85,0.8814,13039.03,0,0.001074,1,2.9086,0,1,4.6442,0
4,22076.24,7,3,52,2,79,54,2.0,2,1,9.83,0.6835,19906.15,0,0.000445,1,2.0505,1,3,5.0505,0
0,20815.69,5,2,24,2,14,0,4.4,1,1,0.41,0.0,20730.35,0,2e-05,0,0.0,1,0,1.0,0
7,16927.95,3,4,23,1,6,1,4.1,3,0,13.33,0.1667,14671.45,0,0.000787,0,0.15,0,0,0.5001,1
1,12948.99,5,1,54,1,80,46,2.3,2,1,34.88,0.575,8432.38,0,0.002693,1,1.5525,1,3,4.725,0
4,15375.44,1,1,36,2,59,3,4.9,2,1,32.46,0.0508,10384.57,0,0.002111,0,0.0051,0,2,0.1524,0
0,8272.08,2,4,40,1,40,40,4.9,3,0,41.93,1.0,4803.6,0,0.005068,0,0.1,0,2,4.0,0
5,42436.86,1,0,26,2,80,12,4.0,3,0,40.23,0.15,25364.51,1,0.000948,0,0.15,0,1,2.45,0
3,36693.99,7,4,36,1,91,63,1.1,0,0,26.13,0.6923,27105.85,1,0.000712,1,2.7,1,2,6.0769,0
8,28676.27,1,0,25,1,48,4,1.8,0,1,32.98,0.0833,19218.84,1,0.00115,1,0.2666,0,0,3.2499,1
1,9626.18,4,1,36,1,62,62,4.3,1,0,8.0,1.0,8856.09,0,0.000831,0,0.7,1,2,4.0,0
4,34792.66,3,4,33,2,32,32,1.4,1,1,18.43,1.0,28380.37,1,0.00053,1,3.6,0,1,6.0,0
5,27187.55,5,0,56,2,32,8,4.7,2,1,19.45,0.25,21899.57,1,0.000715,0,0.075,1,3,2.75,0
4,43880.65,1,0,31,1,72,56,2.7,0,0,4.23,0.7778,42024.5,1,9.6e-05,1,1.7889,0,1,5.3334,0
1,32869.55,5,0,39,1,85,55,3.4,2,1,21.16,0.6471,25914.35,1,0.000644,0,1.0354,1,2,3.9413,0
0,16959.16,4,2,30,0,16,7,2.4,1,0,37.68,0.4375,10568.95,0,0.002222,1,1.1375,1,1,4.3125,0
5,25750.93,6,3,42,1,88,62,4.6,0,1,37.22,0.7045,16166.43,1,0.001445,0,0.2818,1,2,4.1135,0
2,2597.21,1,1,58,2,90,27,2.3,3,1,22.84,0.3,2004.01,0,0.008791,1,0.81,0,3,2.9,0
0,26939.03,6,1,36,2,51,30,2.3,2,0,21.33,0.5882,21192.93,1,0.000792,1,1.5881,1,2,5.7646,1
1,2712.21,1,1,46,0,86,0,4.2,2,1,30.71,0.0,1879.29,0,0.011319,0,0.0,0,3,0.0,0
0,16523.96,6,0,56,0,27,16,2.2,1,0,3.97,0.5926,15867.96,0,0.00024,1,1.6593,1,3,4.7778,0
5,41004.52,7,0,61,2,6,4,2.1,2,0,41.45,0.6667,24008.15,1,0.001011,1,1.9334,1,3,7.0001,0
1,19264.7,6,2,37,2,90,32,4.8,2,1,39.03,0.3556,11745.69,0,0.002026,0,0.0711,1,2,2.0668,1
0,49573.67,5,1,60,1,69,30,4.6,1,0,4.45,0.4348,47367.64,1,9e-05,0,0.1739,1,3,3.3044,0
0,24887.25,2,1,27,1,66,19,4.2,2,0,27.35,0.2879,18080.59,0,0.001099,0,0.2303,0,1,0.8637,0
6,35645.22,3,3,35,2,78,12,2.7,0,1,24.6,0.1538,26876.5,1,0.00069,1,0.3537,0,1,3.4614,0
2,15259.07,4,1,30,0,37,37,1.5,2,1,44.55,1.0,8461.15,0,0.002919,1,3.5,1,1,7.0,1
4,38459.27,7,1,42,0,3,2,1.3,3,0,24.89,0.6667,28886.76,1,0.000647,1,2.4668,1,2,6.0001,0
8,12628.53,4,0,22,0,26,2,2.8,0,1,31.46,0.0769,8655.59,0,0.002491,1,0.1692,1,0,3.2307,1
2,42165.98,2,1,40,0,21,13,3.0,2,0,17.27,0.619,34883.92,1,0.00041,0,1.238,0,2,2.857,0
2,16960.77,5,4,19,0,98,61,2.8,2,1,2.43,0.6224,16548.62,0,0.000143,1,1.3693,1,0,4.8672,0
4,26486.2,2,2,45,0,24,18,4.7,0,0,2.34,0.75,25866.42,1,8.8e-05,0,0.225,0,2,3.25,0
8,2292.95,2,3,59,2,46,43,3.5,0,0,42.05,0.9348,1328.76,0,0.018331,0,1.4022,0,3,3.8044,0
4,12426.4,4,1,23,1,89,41,3.5,2,0,44.4,0.4607,6909.08,0,0.003573,0,0.691,1,0,3.3821,0
0,11657.18,4,4,39,0,53,46,2.2,3,1,1.6,0.8679,11470.67,0,0.000137,1,2.4301,1,2,5.6037,0
3,38332.01,3,2,49,1,74,66,3.1,3,1,44.06,0.8919,21442.93,1,0.001149,0,1.6946,0,3,4.6757,0
2,16374.65,1,1,44,0,72,61,3.3,0,0,16.14,0.8472,13731.78,0,0.000986,0,1.4402,0,2,2.5416,0
4,22074.69,1,2,21,1,82,35,4.6,3,1,8.12,0.4268,20282.23,0,0.000368,0,0.1707,0,0,1.2804,0
6,47207.24,4,2,24,1,9,1,1.2,3,0,10.9,0.1111,42061.65,1,0.000231,1,0.4222,1,0,4.3333,0
1,47099.87,4,3,47,2,58,28,4.8,1,0,16.89,0.4828,39144.7,1,0.000359,0,0.0966,1,3,3.4484,1
3,13231.06,7,0,27,2,98,47,1.2,2,1,46.03,0.4796,7140.8,0,0.003479,1,1.8225,1,1,5.4388,0
2,7927.41,1,3,30,2,22,1,2.1,3,0,26.18,0.0455,5852.01,0,0.003302,1,0.1319,0,1,2.1365,0
7,13482.07,3,3,50,2,58,58,3.8,3,0,6.86,1.0,12557.2,0,0.000509,0,1.2,0,3,3.0,0
7,18692.77,3,0,27,1,96,37,3.9,0,1,26.27,0.3854,13782.18,0,0.001405,0,0.4239,0,1,1.1562,0
3,15398.56,7,2,51,1,47,11,2.2,0,0,38.6,0.234,9454.72,0,0.002507,1,0.6552,1,3,3.702,0
4,3523.99,1,0,56,2,98,18,1.4,0,1,29.28,0.1837,2492.17,0,0.008306,1,0.6613,0,3,2.5511,0
5,39220.79,2,1,37,1,31,13,3.6,3,0,22.68,0.4194,30325.51,1,0.000578,0,0.5872,0,2,2.2582,0
3,39657.09,5,4,44,2,22,16,2.3,1,1,13.89,0.7273,34148.72,1,0.00035,1,1.9637,1,2,6.1819,1
8,14780.39,1,4,36,1,19,4,4.5,3,1,45.26,0.2105,8090.79,0,0.003062,0,0.1052,0,2,1.6315,1
6,26738.43,2,1,62,0,8,7,1.7,2,1,37.77,0.875,16639.32,1,0.001413,1,2.8875,0,3,5.625,0
2,6893.28,6,3,34,0,4,3,4.7,0,1,5.26,0.75,6530.69,0,0.000763,0,0.225,1,1,3.25,0
5,49787.53,2,3,33,1,42,31,2.8,1,0,7.44,0.7381,46083.34,1,0.000149,1,1.6238,0,1,5.2143,0
8,33177.02,3,0,63,2,79,36,3.9,3,1,45.52,0.4557,18074.84,1,0.001372,0,0.5013,0,3,3.3671,0
4,1797.93,2,0,38,1,7,3,2.9,1,1,33.12,0.4286,1202.46,0,0.018411,1,0.9001,0,2,3.2858,0
8,35124.57,5,4,56,1,92,4,2.8,2,1,9.37,0.0435,31833.4,1,0.000267,1,0.0957,1,3,4.1305,0
7,10012.09,4,4,24,0,22,7,1.4,0,1,22.21,0.3182,7788.4,0,0.002218,1,1.1455,1,0,3.9546,1
8,19327.87,1,3,42,1,84,7,4.8,0,0,10.72,0.0833,17255.92,0,0.000555,0,0.0167,0,2,0.2499,0
2,3760.66,2,2,43,0,63,48,4.0,1,1,45.18,0.7619,2061.59,0,0.012011,0,0.7619,0,2,3.2857,0
4,20681.03,6,3,58,1,20,15,4.1,0,1,34.72,0.75,13500.58,0,0.001679,0,0.675,1,3,3.25,1
6,4776.02,5,3,27,1,33,31,4.0,2,1,1.28,0.9394,4714.89,0,0.000268,0,0.9394,1,1,3.8182,0
8,39211.01,5,1,55,2,74,14,1.8,2,1,24.32,0.1892,29674.89,1,0.00062,1,0.6054,1,3,4.5676,0
2,40385.5,4,3,52,1,90,89,2.6,3,0,49.86,0.9889,20249.29,1,0.001235,1,2.3734,1,3,7.9667,0
5,12124.84,4,3,52,0,88,34,3.1,2,0,17.4,0.3864,10015.12,0,0.001435,0,0.7342,1,3,2.1592,0
6,22167.91,5,3,45,1,64,45,1.2,0,0,23.45,0.7031,16969.54,0,0.001058,1,2.6718,1,2,5.1093,0
5,30856.96,5,3,62,0,82,17,1.4,0,0,6.65,0.2073,28804.97,1,0.000216,1,0.7463,1,3,4.6219,0
4,16814.67,4,2,49,2,74,74,3.4,3,0,17.09,1.0,13941.04,0,0.001016,0,1.6,1,3,4.0,0
5,36555.32,6,1,39,2,21,11,2.6,1,1,5.55,0.5238,34526.5,1,0.000152,1,1.2571,1,2,5.5714,0
4,4325.66,5,3,38,2,27,26,2.6,2,0,32.32,0.963,2927.61,0,0.00747,1,2.3112,1,2,5.889,0
5,46163.36,1,2,62,1,4,0,3.7,2,1,49.93,0.0,23113.99,1,0.001082,0,0.0,0,3,2.0,0
6,4624.86,3,4,59,2,7,0,2.0,3,1,23.63,0.0,3532.01,0,0.005108,1,0.0,0,3,2.0,0
0,12879.58,4,2,39,0,81,38,4.1,3,0,3.06,0.4691,12485.46,0,0.000238,0,0.4222,1,2,2.4073,0
5,20670.28,5,0,40,2,93,16,1.7,3,1,40.39,0.172,12321.55,0,0.001954,1,0.5676,1,2,4.516,0
2,16741.95,6,3,62,1,14,11,4.0,3,0,31.49,0.7857,11469.91,0,0.001881,0,0.7857,1,3,3.3571,0
2,39142.47,2,4,19,2,79,77,2.7,1,1,25.75,0.9747,29063.28,1,0.000658,1,2.2418,0,0,5.9241,0
6,32894.05,2,3,25,1,24,15,1.7,2,0,16.69,0.625,27404.03,1,0.000507,1,2.0625,0,0,4.875,0
7,36917.24,3,2,19,2,40,28,4.4,2,1,3.45,0.7,35643.6,1,9.3e-05,0,0.42,0,0,3.1,0
2,41981.07,5,3,65,2,6,1,2.4,0,0,15.7,0.1667,35390.04,1,0.000374,1,0.4334,1,3,4.5001,0
3,11793.76,4,4,25,0,30,19,1.1,2,0,47.3,0.6333,6215.31,0,0.00401,1,2.4699,1,0,5.8999,0
2,18237.93,4,4,29,2,95,12,1.3,0,1,29.38,0.1263,12879.63,0,0.001611,1,0.4673,1,1,3.3789,0
1,14959.11,2,4,44,2,95,56,4.3,1,1,20.12,0.5895,11949.34,0,0.001345,0,0.4127,0,2,1.7685,1
4,40190.38,1,1,33,0,100,88,4.1,0,1,16.91,0.88,33394.19,1,0.000421,0,0.792,0,1,3.64,0
4,13653.43,2,0,45,1,88,38,4.2,1,1,34.29,0.4318,8971.67,0,0.002511,0,0.3454,0,2,1.2954,0
8,1584.08,2,4,34,1,79,1,1.4,2,1,7.26,0.0127,1469.08,0,0.00458,1,0.0457,0,1,2.0381,0
3,10331.57,6,1,19,0,31,5,2.1,2,0,44.04,0.1613,5781.55,0,0.004262,1,0.4678,1,0,4.4839,0
0,7837.85,3,2,36,2,82,69,3.2,1,0,7.24,0.8415,7270.39,0,0.000924,0,1.5147,0,2,2.5245,0
5,47563.84,5,4,52,1,41,16,5.0,0,1,1.73,0.3902,46740.99,1,3.6e-05,0,0.0,1,3,3.1706,0
8,37869.36,2,4,24,2,58,45,2.5,3,0,0.67,0.7759,37615.64,1,1.8e-05,1,1.9398,0,0,5.3277,0
3,2361.83,4,2,41,0,1,1,2.8,2,0,44.45,1.0,1312.0,0,0.018812,1,2.2,1,2,7.0,0
0,37360.08,2,1,52,1,74,64,1.3,3,1,7.09,0.8649,34711.25,1,0.00019,1,3.2001,0,3,5.5947,1
5,26884.15,2,2,35,1,48,29,3.1,1,0,37.67,0.6042,16756.89,1,0.001401,0,1.148,0,1,2.8126,0
3,21114.84,3,4,61,2,85,85,4.3,2,0,43.4,1.0,11951.0,0,0.002055,0,0.7,0,3,4.0,0
8,20102.38,4,4,30,0,49,18,1.2,3,1,26.96,0.3673,14682.78,0,0.001341,1,1.3957,1,1,4.1019,0
3,41433.97,2,4,56,1,82,45,3.1,0,0,16.48,0.5488,34605.65,1,0.000398,0,1.0427,0,3,2.6464,0
6,44308.4,2,4,60,1,33,31,1.2,1,0,40.8,0.9394,26230.57,1,0.000921,1,3.5697,0,3,6.8182,0
6,39220.23,4,1,25,0,18,1,2.2,3,1,33.84,0.0556,25948.1,1,0.000863,1,0.1557,1,0,4.1668,0
2,25515.19,4,2,62,0,100,92,4.1,1,0,36.03,0.92,16322.07,1,0.001412,0,0.828,1,3,4.76,0
5,1242.35,7,0,53,1,73,72,1.6,3,1,48.97,0.9863,633.97,0,0.039386,1,3.3534,1,3,6.9589,0
2,28776.82,5,1,59,1,44,27,2.7,1,0,6.12,0.6136,27015.68,1,0.000213,1,1.4113,1,3,5.8408,0
6,48348.84,7,2,61,1,8,6,4.6,0,1,38.79,0.75,29594.32,1,0.000802,0,0.3,1,3,4.25,0
5,31410.76,6,2,27,2,33,30,4.7,0,1,49.14,0.9091,15975.51,1,0.001564,0,0.2727,1,1,5.7273,0
1,11450.63,6,1,23,2,60,5,3.7,3,0,1.88,0.0833,11235.36,0,0.000164,0,0.1083,1,0,1.2499,0
4,31724.77,4,1,55,1,29,26,3.5,3,1,30.07,0.8966,22185.13,1,0.000948,0,1.3449,1,3,4.6898,0
5,46786.2,6,4,51,0,65,9,1.4,0,0,22.51,0.1385,36254.63,1,0.000481,1,0.4986,1,3,4.4155,1
